1000	0.923328	0.0365891
2000	0.923883	0.0105119
3000	0.92395	-0.00164772
4000	0.923931	-0.0103245
5000	0.923875	-0.0176074
6000	0.923795	-0.0241928
7000	0.923695	-0.0303792
8000	0.923576	-0.0363156
9000	0.923441	-0.0420848
10000	0.923288	-0.0477365
11000	0.923119	-0.0533021
12000	0.922933	-0.0588027
13000	0.922731	-0.0642526
14000	0.922513	-0.0696622
15000	0.922279	-0.0750389
16000	0.922028	-0.0803883
17000	0.921762	-0.0857148
18000	0.92148	-0.0910214
19000	0.921181	-0.0963109
20000	0.920867	-0.101585
21000	0.920537	-0.106846
22000	0.920192	-0.112094
23000	0.91983	-0.117331
24000	0.919454	-0.122557
25000	0.919061	-0.127774
26000	0.918653	-0.132981
27000	0.91823	-0.13818
28000	0.917791	-0.14337
29000	0.917338	-0.148552
30000	0.916869	-0.153726
31000	0.916384	-0.158892
32000	0.915885	-0.164051
33000	0.915371	-0.169202
34000	0.914842	-0.174346
35000	0.914299	-0.179482
36000	0.91374	-0.184612
37000	0.913167	-0.189733
38000	0.91258	-0.194848
39000	0.911978	-0.199955
40000	0.911361	-0.205055
41000	0.910731	-0.210148
42000	0.910086	-0.215233
43000	0.909427	-0.220311
44000	0.908755	-0.225382
45000	0.908068	-0.230444
46000	0.907368	-0.2355
47000	0.906654	-0.240547
48000	0.905927	-0.245587
49000	0.905187	-0.250619
50000	0.904433	-0.255643
51000	0.903665	-0.260659
52000	0.902885	-0.265668
53000	0.902092	-0.270668
54000	0.901286	-0.275659
55000	0.900468	-0.280643
56000	0.899636	-0.285618
57000	0.898793	-0.290584
58000	0.897937	-0.295542
59000	0.897068	-0.300492
60000	0.896188	-0.305432
61000	0.895296	-0.310364
62000	0.894391	-0.315287
63000	0.893476	-0.320201
64000	0.892548	-0.325106
65000	0.891609	-0.330001
66000	0.890659	-0.334888
67000	0.889697	-0.339765
68000	0.888725	-0.344633
69000	0.887741	-0.349491
70000	0.886747	-0.354339
71000	0.885742	-0.359178
72000	0.884726	-0.364007
73000	0.8837	-0.368827
74000	0.882664	-0.373636
75000	0.881618	-0.378435
76000	0.880561	-0.383225
77000	0.879495	-0.388004
78000	0.878419	-0.392773
79000	0.877334	-0.397532
80000	0.876239	-0.40228
81000	0.875134	-0.407018
82000	0.874021	-0.411746
83000	0.872898	-0.416463
84000	0.871767	-0.421169
85000	0.870626	-0.425865
86000	0.869477	-0.43055
87000	0.86832	-0.435224
88000	0.867154	-0.439888
89000	0.86598	-0.44454
90000	0.864798	-0.449182
91000	0.863608	-0.453812
92000	0.86241	-0.458432
93000	0.861205	-0.46304
94000	0.859991	-0.467637
95000	0.858771	-0.472223
96000	0.857543	-0.476797
97000	0.856308	-0.48136
98000	0.855066	-0.485912
99000	0.853817	-0.490453
100000	0.852562	-0.494982
101000	0.851299	-0.499499
102000	0.850031	-0.504005
103000	0.848756	-0.508499
104000	0.847474	-0.512982
105000	0.846187	-0.517453
106000	0.844894	-0.521912
107000	0.843595	-0.52636
108000	0.84229	-0.530795
109000	0.840979	-0.535219
110000	0.839664	-0.539632
111000	0.838342	-0.544032
112000	0.837016	-0.54842
113000	0.835685	-0.552797
114000	0.834348	-0.557161
115000	0.833007	-0.561514
116000	0.831661	-0.565855
117000	0.830311	-0.570183
118000	0.828956	-0.5745
119000	0.827597	-0.578804
120000	0.826234	-0.583097
121000	0.824866	-0.587377
122000	0.823495	-0.591646
